-4,-32	1
-4,19	2
-4,15	3
-4,1	4
-4,18	5
-4,3	6
-4,5	7
-4,-34	8
-4,-33	9
-4,13	10
-4,12	11
-4,10	12
-4,11	13
-4,16	14
-4,20	15
-4,14	16
-3,1	17
-3,16	18
-3,-16	19
-3,-19	20
-3,-22	21
-3,19	22
-3,20	23
-3,13	24
-3,24	25
-3,25	26
-3,11	27
-3,10	28
-3,12	29
-3,-17	30
-3,-18	31
-3,-20	32
-3,-21	33
-3,-23	34
-3,-24	35
